"country","iso_code","date","daily_vaccinations_per_million","Oxford/AstraZeneca","Pfizer/BioNTech","Sinopharm/Beijing","Sinovac","SputnikV","Johnson&Johnson","Moderna","Covaxin","Sinopharm/Wuhan","Abdala","Soberana02","QazVac","Sinopharm/HayatVax","CanSino","EpiVacCorona","RBD-Dimer","continent"
"Albania","ALB","2021-04-01",4771,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-02",5472,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-03",6028,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-04",5703,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-05",5363,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-06",5077,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-07",4643,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-08",4323,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-09",3881,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-10",3540,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-11",3439,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-12",3019,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-13",2960,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-14",3002,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-15",3075,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-16",3174,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-17",3377,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-18",3511,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-19",3892,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-20",3414,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-21",3933,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-22",3897,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-23",3809,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-24",3734,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-25",3546,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-26",3112,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-27",3319,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-28",3055,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-29",3487,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-04-30",4247,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-01",4664,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-02",5035,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-03",5405,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-04",5983,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-05",6104,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-06",5906,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-07",5400,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-08",5100,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-09",4678,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-10",4739,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-11",4225,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-12",3777,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-13",3282,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-14",3357,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-15",3251,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-16",3533,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-17",3332,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-18",3298,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-19",3233,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-20",3247,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-21",2756,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-22",2506,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-23",2256,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Albania","ALB","2021-05-24",2236,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Europe"
"Algeria","DZA","2021-01-29",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Africa"
"Algeria","DZA","2021-01-30",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Africa"
"Algeria","DZA","2021-01-31",43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Africa"
"Algeria","DZA","2021-02-01",57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Africa"
"Algeria","DZA","2021-02-02",64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Africa"
